"","keyword","title","authors","rating","num_of_rating","num_of_reviews","text"
"2112","the chronicles of narnia","The Chronicles of Narnia: Prince Caspian","Jesse Russell, Ronald Cohn, Jesse Russell (Editor)",5,1,0,"High Quality Content by WIKIPEDIA articles! The Chronicles of Narnia: Prince Caspian is a 2008 epic fantasy film based on Prince Caspian, the second published, fourth chronological novel in C. S. Lewis's epic fantasy series, The Chronicles of Narnia. It is the second in The Chronicles of Narnia film series from Walden Media, following The Chronicles of Narnia: The Lion,  High Quality Content by WIKIPEDIA articles! The Chronicles of Narnia: Prince Caspian is a 2008 epic fantasy film based on Prince Caspian, the second published, fourth chronological novel in C. S. Lewis's epic fantasy series, The Chronicles of Narnia. It is the second in The Chronicles of Narnia film series from Walden Media, following The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005). The four Pevensie children (William Moseley, Anna Popplewell, Skandar Keynes, and Georgie Henley) return to Narnia to aid Prince Caspian (Ben Barnes) in his struggle for the throne against his corrupt uncle, King Miraz (Sergio Castellitto). The film was released on May 16, 2008 in the United States and on June 26, 2008 in the United Kingdom.  ...more"
"2113","the chronicles of narnia","Witch Special Edition The Chronicles of Narnia The Lion","C.S. Lewis, Teiji Seta",4,1,0," "
"2114","the chronicles of narnia","The Chronicles of Narnia: Prince Caspian Literature Novel Unit Study","Teresa Lilly",5,1,0,"This unit study offers many wonderful activities to use while having students read the book. There are between 6 and 10 lessons. Activities in this lesson include Fill in the Blank, Multiple Choice, True and False, Comprehension, Encyclopedia Skills Activity, Journal Activity, Vocabulary, Sequencing, Handwriting, Main Idea, Prediction, ComparisonLiterature Skills  This unit study offers many wonderful activities to use while having students read the book. There are between 6 and 10 lessons. Activities in this lesson include Fill in the Blank, Multiple Choice, True and False, Comprehension, Encyclopedia Skills Activity, Journal Activity, Vocabulary, Sequencing, Handwriting, Main Idea, Prediction, ComparisonLiterature Skills Activities including: Main Character, Main Setting, Main Problem, Possible Solutions, Character Traits, Character Interaction, Cause and Effect, Description, Pyramid of Importance, Villain vs. Hero.Creative Writing Activities including: Letter, Fairy Tale, Mystery, Science Fiction, Fable, Dream or Nightmare, Tall Tale, Memoir, Newberry Award, A Different Ending.Writing Skills Activities including: Description, Expository, Dialogue, Process, Point of View, Persuasion, Compare and Contrast, Sequel, Climax and Plot Analysis.Poetry Skills Activities including: Couplet, Triplet, Quinzain, Haiku, Cinquain, Tanka, Diamante, Lantern and Shape Poem.Create a Newspaper Layout Activities including: Editorial, Travel, Advice Column, Comics, Society News, Sports, Obituary, Weddings, Book Review, Want Ads, Word Search.Poster Board Activities including: Collage, Theater Poster, Wanted Poster, Coat of Arms, Story Quilt, Chalk Art, Silhouette, Board Game Construction, Door Sign, Jeopardy.We also offer an extended version of this unit which comes in a PDF format and offers Lapbook instructions, Hands on Art and Creative Art activities. If you purchase this unit study and let us know by sending us proof of purchase, we will download the extended version of this full unit with the additional activities in PDF version to you for $1 more. We will also allow you to purchase any other units from our home site for 50% off their original price. Visit our unit study site at www.hshighlights.com. We also offer a FREE unit study at www.hshighlights.com and a FREE ladies m  ...more"
"2115","the chronicles of narnia","The Chronicles of Narnia Trivia: Trivia Quiz Game Book","Janet Mitchell",0,0,0," "
"2116","the chronicles of narnia","The Lion, the Witch and the Wardrobe (Chronicles of Narnia #1)","Lewis C. S. (Clive Staples)",4.5,2,0," "
"2117","the chronicles of narnia","Study Guide Student Workbook for The House and His Boy The Chronicles of Narnia: Quick Student Workbooks","John Pennington",4,1,0," "
"2118","the chronicles of narnia","Student Workbook for the Silver Chair the Chronicles of Narnia: Quick Student Workbooks","John Pennington",5,1,0,"The Quick Student Workbooks are designed to get students thinking critically about the text they read and providing a guided study format to facilitate in improved learning and retention. Teachers and Homeschool Instructors may use them to improve student learning and organization. Students will construct and identify the following areas of knowledge. Character  The Quick Student Workbooks are designed to get students thinking critically about the text they read and providing a guided study format to facilitate in improved learning and retention. Teachers and Homeschool Instructors may use them to improve student learning and organization. Students will construct and identify the following areas of knowledge. Character Identification Events Location Vocabulary Main Idea Conflict And more as appropriate to the text. This is a workbook for students to determine the above areas. This is not a study guide, cliff notes, or Teacher's guide.  ...more"
"2119","the chronicles of narnia","Hroniki Narnii. Kon i ego malchik = The Chronicles of Narnia. The Horse and His Boy","L'iuis Klaiv Steiplz",5,1,0,"V etom izdanii chitateliam predlagaiutsia neadaptirovannyi originalnyi tekst i klassicheskii perevod udivitelnoi povesti iz volshebnoi epopei AKhroniki NarniiA. Kakoi byla Narniia v epokhu pravleniia Pitera, Siuzen, Liusi i edmunda? I kakie prikliucheniia proiskhodili s nimi i s drugimi chudesnymi geroiami? Chtenie teksta v originale pozvolit znachitelno usovershenstvovat  V etom izdanii chitateliam predlagaiutsia neadaptirovannyi originalnyi tekst i klassicheskii perevod udivitelnoi povesti iz volshebnoi epopei A≪Khroniki NarniiA≫. Kakoi byla Narniia v epokhu pravleniia Pitera, Siuzen, Liusi i edmunda? I kakie prikliucheniia proiskhodili s nimi i s drugimi chudesnymi geroiami? Chtenie teksta v originale pozvolit znachitelno usovershenstvovat znanie angliiskogo, a perevod na russkii iazyk pomozhet razreshit voznikaiushchie po khodu chteniia voprosy i trudnosti. Dlia uglubleniia znanii angliiskogo i oblegcheniia ponimaniia teksta predlagaiutsia uprazhneniia. Kniga budet interesna i polezna vsem, kto znaet i izuchaet angliiskii iazyk s prepodavatelem ili samostoiatelno.  ...more"
"2120","the chronicles of narnia","Religion in the Chronicles of Narnia","Wikipedia (Editor), Jesse Russell (Editor)",5,1,0,"High Quality Content by WIKIPEDIA articles! The Chronicles of Narnia is a series of seven fantasy novels for children written by C. S. Lewis. It is considered a classic of children's literature and is the author's best-known work, having sold over 100 million copies in 47 languages. In addition to numerous traditional Christian themes, the series borrows characters and  High Quality Content by WIKIPEDIA articles! The Chronicles of Narnia is a series of seven fantasy novels for children written by C. S. Lewis. It is considered a classic of children's literature and is the author's best-known work, having sold over 100 million copies in 47 languages. In addition to numerous traditional Christian themes, the series borrows characters and ideas from Greek, Turkish and Roman mythology, as well as from traditional British and Irish fairy tales. Dannoe izdanie predstavlyaet soboj kompilyatsiyu svedenij, nahodyaschihsya v svobodnom dostupe v srede Internet v tselom, i v informatsionnom setevom resurse ""Vikipediya"" v chastnosti. Sobrannaya po chastotnym zaprosam ukazannoj tematiki, dannaya kompilyatsiya postroena po printsipu podbora blizkih informatsionnyh ssylok, ne imeet samostoyatelnogo syuzheta, ne soderzhit nikakih analiticheskih materialov, vyvodov, otsenok moralnogo, eticheskogo, politicheskogo, religioznogo i mirovozzrencheskogo haraktera v otnoshenii glavnoj tematiki, predstavlyaya soboj isklyuchitelno faktologicheskij material.  ...more"
"2121","the chronicles of narnia","Peliculas Rodadas En La Republica Checa: Casino Royale, the Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Fuente Wikipedia",5,1,0,"Fuente: Wikipedia. Paginas: 35. Capitulos: Casino Royale, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The League of Extraordinary Gentlemen, Hostel, Doom: la puerta del infierno, Hostel: Part II, Hart's War, Hitler: El reinado del mal, Hellboy, Las cronicas de Narnia: el principe Caspian, Wanted, A Knight's Tale, Hannibal, el origen del mal, Spy Game,  Fuente: Wikipedia. Paginas: 35. Capitulos: Casino Royale, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The League of Extraordinary Gentlemen, Hostel, Doom: la puerta del infierno, Hostel: Part II, Hart's War, Hitler: El reinado del mal, Hellboy, Las cronicas de Narnia: el principe Caspian, Wanted, A Knight's Tale, Hannibal, el origen del mal, Spy Game, XXX, Mision: Imposible, G. I. Joe: The Rise of Cobra, Van Helsing, El Ilusionista, Trenes rigurosamente vigilados, Shanghai Knights, Desde el infierno, Oliver Twist, Rebeldes del swing. Extracto: Casino Royale es la vigesimoprimera pelicula de la serie cinematografica de James Bond, basada en la novela homonima de Ian Fleming. Fue dirigida por el neozelandes Martin Campbell y estrenada en 2006. Es la primera cinta de la franquicia que cuenta con Daniel Craig para el papel protagonista del agente 007, asi como la tercera adaptacion de Casino Royale (la primera version se estreno en 1954 y la segunda, en 1967). La trama aborda los comienzos de James Bond como agente 007, justo despues de haber obtenido su licencia para matar. Tras prevenir un ataque terrorista en el Aeropuerto Internacional de Miami, Bond se enamora de Vesper Lynd, una agente de Her Majesty's Treasury asignada para proporcionarle los fondos monetarios necesarios para frustrar un torneo de poquer de altas apuestas organizado por Le Chiffre. La historia continua en Quantum of Solace, el vigesimo segundo filme de la serie. El guion fue redactado por Neal Purvis, Robert Wade y Paul Haggis, encargandose este ultimo de reescribir el climax del relato. El reparto principal estuvo integrado por Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Jeffrey Wright y Giancarlo Giannini. A comienzos de 2005, tras la produccion de Die Another Day, Pierce Brosnan anuncio que ya no volveria a interpretar a Bond debido a que, por ese entonces, contaba con 50 anos de edad, razon por la cual los productores querian reemplazarlo por un actor mas jove...  ...more"
"2122","the chronicles of narnia","Prince Caspian the Chronicles of Narnia by C. S. Lewis Student Workbook: Quick Student Workbooks","John Pennington",4,1,0,"The Quick Student Workbooks are designed to get students thinking critically about the text they read and providing a guided study format to facilitate in improved learning and retention. Teachers and Homeschool Instructors may use them to improve student learning and organization. What students will construct and identify the following areas of knowledge. Character  The Quick Student Workbooks are designed to get students thinking critically about the text they read and providing a guided study format to facilitate in improved learning and retention. Teachers and Homeschool Instructors may use them to improve student learning and organization. What students will construct and identify the following areas of knowledge. Character Identification Events Location Vocabulary Main Idea Conflict And more as appropriate to the text.  ...more"
"2123","the chronicles of narnia","Ben Barnes Coloring Book: Legendary Prince Caspian from the Chronicles of Narnia Movie and Famous Logan from Westworld Series, Acclaimed Actor and Iconic Musician Inspired Adult Coloring Book","Gayle Jacobs",5,1,0,"Benjamin Thomas Barnes is a British actor and singer. He is best known for his roles as Prince Caspian in The Chronicles of Narnia film series, Logan Delos in Westworld, and Billy Russo in The Punisher."
"2124","the chronicles of narnia","The Chronicles of Narnia Poetry Writing","Teresa Lilly (Editor)",5,1,0,"Our Poetry Units offer prompts on How to Write 30 different forms of poetry such as: Couplets, Triplets, Haikus, Lanterns, Prayer Poems, color Poems, Nature Poems, Telephone Poems, Quatrains, Shape Poems and much more. Students also get to see a sample for each poem. These samples have been written specifically for the subject in the title. Visit our homesite at   Our Poetry Units offer prompts on How to Write 30 different forms of poetry such as: Couplets, Triplets, Haikus, Lanterns, Prayer Poems, color Poems, Nature Poems, Telephone Poems, Quatrains, Shape Poems and much more. Students also get to see a sample for each poem. These samples have been written specifically for the subject in the title. Visit our homesite at www.hshighlights.com to get great literature or animal unit studies that coincide with this poetry unit.  ...more"
"2125","the chronicles of narnia","The Chronicles of Narnia - Characters: Ahoshta, Alberta Scrubb, Andrew Ketterley, Anradin, Aravis, Argoz, Arsheesh, Asterius, Azaroth, Bar, Belisar, Bern, Breehy-Hinny-Brinny-Hoohy-Hah, Bricklethumb, Bulgy Bears, Caspian's Nurse, Caspian I, Caspian II,...","Source Wikia",4,1,0,"Source: Wikia. Pages: 78. Chapters: Ahoshta, Alberta Scrubb, Andrew Ketterley, Anradin, Aravis, Argoz, Arsheesh, Asterius, Azaroth, Bar, Belisar, Bern, Breehy-hinny-brinny-hoohy-hah, Bricklethumb, Bulgy Bears, Caspian's Nurse, Caspian I, Caspian II, Caspian IX, Caspian IX's Queen, Caspian V, Caspian VII, Caspian VIII, Caspian X, Chervy, Chief Duffer, Coalblack, Cor,  Source: Wikia. Pages: 78. Chapters: Ahoshta, Alberta Scrubb, Andrew Ketterley, Anradin, Aravis, Argoz, Arsheesh, Asterius, Azaroth, Bar, Belisar, Bern, Breehy-hinny-brinny-hoohy-hah, Bricklethumb, Bulgy Bears, Caspian's Nurse, Caspian I, Caspian II, Caspian IX, Caspian IX's Queen, Caspian V, Caspian VII, Caspian VIII, Caspian X, Chervy, Chief Duffer, Coalblack, Cor, Coriakin, Corin, Cornelius, Cruickshanks, Dar, Darrin, Destrier, Drinian, Duffer, Duffle, Dumnus, Edmund Pevensie, Emeth, Emperor-Over-The-Sea, Erlian, Eustace Scrubb, Farsight, Father Christmas, Father Time, Frank I, Frank V, Gael, Gale, Ginger, Glenstorm, Glenstorm's sons, Glimfeather, Glozelle, Golg, Gregoire, Griffle, Gumpas, He-Beaver, Helen, Hermit of the Southern March, Hogglestock, Hwin, Jadis, Jadis' Sister, Jewel, Jill Pole, Kidrash Tarkaan, Lady Liln, Lady of the Green Kirtle, Lasaraleen, Lefay, Letitia Ketterley, Lightning Bolt, Liliandil, Lucy Pevensie, Lune, Mabel Kirke, Maugrim, Mavramorn, Mentius, Miraz, Mr. Pevensie, Mullugutherum, Nausus, Nikabrik, Octesian, Olvin, Oreius, Otmin, Pattertwig, Peepiceek, Peridan, Pevensie, Pevensies, Phillip, Phoenix, Pittencream, Poggin, Polly Plummer, Prunaprismia, Puddleglum, Pug, Puzzle, Rabadash, Ramandu, Ramandu's daughter, Reepicheep, Restimar, Revilian, Rhince, Rhoop, Rilian, Rishda, Rogin, Roonwit, Rumblebuffin, She-Beaver, Susan Pevensie. Excerpt: Adela Pennyfather was a girl who is part of The Gang that terrorized Jill, Eustace, and Caspian X when they appeared back to Earth. Just as she and the Gang kids just saw Aslan when he appeared, they ran away back to the Experiment House were and eventually expelled, in The Silver Chair. Ahoshta Tarkaan was a Calormene Tarkaan (lord) and Grand Vizier. Ahoshta managed to climb the social ladder of Calormen (not an easy task) through (according to Aravis) flattery and evil advice. Of ""base birth"" (i.e., a commoner), he rose to being a Tarkaan and, being very close to the Tisroc he was appointed Gran...  ...more"
"2126","the chronicles of narnia","The Chronicles of Narnia Guide - Walkthrough - Tips - Cheats - And More!","Thiago Alc",0,0,0," "
"2127","the chronicles of narnia","NOT A BOOK The Chronicles of Narnia Prnice Caspian 12c Mix Flr Display","deleted author",4,1,0," "
"2128","the chronicles of narnia","Film Disney: Film the Chronicles of Narnia, Film Animasi Disney, Daftar Film Disney, Wall E, Lilo & Stitch","Sumber Wikipedia",4,2,0,"Sumber: Wikipedia. Halaman: 63. Bab: Film The Chronicles of Narnia, Film animasi Disney, Daftar film Disney, WALL E, Lilo & Stitch, Pirates of the Caribbean: Dead Man's Chest, Up, Beauty and the Beast, The Princess and the Frog, The Fox and the Hound, Toy Story 3, Pirates of the Caribbean: At World's End, Leroy & Stitch, Toy Story 2, Cars, The Little Mermaid,  Sumber: Wikipedia. Halaman: 63. Bab: Film The Chronicles of Narnia, Film animasi Disney, Daftar film Disney, WALL E, Lilo & Stitch, Pirates of the Caribbean: Dead Man's Chest, Up, Beauty and the Beast, The Princess and the Frog, The Fox and the Hound, Toy Story 3, Pirates of the Caribbean: At World's End, Leroy & Stitch, Toy Story 2, Cars, The Little Mermaid, Wizards of Waverly Place: The Movie, Bolt, The Lion King 11/2, Dumbo, Lilo & Stitch 2: Stitch Has a Glitch, Stitch! The Movie, The Rescuers, Finding Nemo, The Lion King II: Simba's Pride, Bambi, Sky High, Mulan, The Chronicles of Narnia: The Voyage of the Dawn Treader, The Chronicles of Narnia: Prince Caspian, Who Framed Roger Rabbit, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, A Bug's Life, Mary Poppins, Snow White and the Seven Dwarfs, Lady and the Tramp II: Scamp's Adventure, Valiant, Enchanted, The Hunchback of Notre Dame, The Jungle Book 2, Sharpay's Fabulous Adventure, The Fox and the Hound 2, The Lizzie McGuire Movie, Pocahontas, Alice in Wonderland, Beverly Hills Chihuahua, Brother Bear, Oliver & Company, James and the Giant Peach, The Three Caballeros, Phineas and Ferb: Across the 2nd Dimension, The Princess Diaries, The Incredibles, Hercules, The Aristocats, Meet the Robinsons, The Princess Diaries 2: Royal Engagement, The Great Mouse Detective, Chicken Little, The Nightmare Before Christmas, Bridge to Terabithia, Peter Pan, The Sword in the Stone, Monsters, Inc., Pirates of the Caribbean: The Curse of the Black Pearl, Sleeping Beauty, Song of the South, The Cheetah Girls, That's So Raven, Cinderella, Bambi II, Princess Protection Program, One Hundred and One Dalmatians, The Rescuers Down Under, Underdog, Pinocchio, Aladdin, Fantasia 2000, Steamboat Willie, Mickey's Twice Upon a Christmas, Saludos Amigos, Tarzan, Robin Hood, Fun and Fancy Free, Beauty and the Beast: The Enchanted Christmas, Brave, Return to Never Land, The Reluctant Dragon, Mickey's Magical Christmas: Snowed in a.  ...more"
"2129","the chronicles of narnia","The Chronicles of Narnia: Top 50 Facts Countdown","Top 50 Facts",5,1,0,"Discover rare and interesting facts about Chronicles of Narnia by C.S. Lewis! *Unofficial* This is a read no fan should miss out on!"
"2130","the chronicles of narnia","The Chronicles of Narnia - Species: Badgers, Centaurs, Dwarfs, Fauns, Giants, Minotaurs, Stars, Talking Beasts, the Lion, the Witch, and the Wardrobe,","Source Wikia",4,1,0,"This book consists of articles from Wikia or other free sources online. Pages: 122. Chapters: Badgers, Centaurs, Dwarfs, Fauns, Giants, Minotaurs, Stars, Talking Beasts, The Lion, the Witch, and the Wardrobe, Badger, Trufflehunter, Centaur, Glenstorm, Glenstorm's sons, Lightning Bolt, Oreius, Roonwit, Windmane, Bricklethumb, Caspian's Nurse, Chief Duffer, Cornelius,  This book consists of articles from Wikia or other free sources online. Pages: 122. Chapters: Badgers, Centaurs, Dwarfs, Fauns, Giants, Minotaurs, Stars, Talking Beasts, The Lion, the Witch, and the Wardrobe, Badger, Trufflehunter, Centaur, Glenstorm, Glenstorm's sons, Lightning Bolt, Oreius, Roonwit, Windmane, Bricklethumb, Caspian's Nurse, Chief Duffer, Cornelius, Cruickshanks, Duffer, Duffle, Griffle, Nikabrik, Poggin, Rogin, Seven Brothers of Shuddering Wood, Thornbut, Trumpkin, Witch's Dwarf, Dumnus, Faun, Mentius, Nausus, Tumnus, Ettin, Ettinsmoor War, Father Time, Giant, Giants' Bridge, Jadis, Olvin, Rumblebuffin, Stonehorn, Wimbleweather, Asterius, Minotaur, Otmin, Tavros, Cheetah, Demon, Dumb beast, Ettin, Fox, Gnome, God, Hamadryad, Hedgehog, Human, Jinn, Lamb, Lion, Minoboar, Mole, Monopod, Mouse, Narnian, Nymphs of Poisonous Plants, Old Narnians, Otter, Panther, Peacock, Pegasus, Polar Bear, Rat, Reindeer, Rhinoceros, River God, Sea People, Sea Serpent, Snake, Spirit, Sprite, Squirrel, Talking beast, Tiger, Unicorn, Warthog, Water Rat, Weasel, Werewolf, Wolf, Wood God, Woose, Coriakin, Hammer, Leopard, Liliandil, Ramandu, Ramandu's daughter, Ship, Star, Aslan, Bear, Beaver, Bird, Breehy-hinny-brinny-hoohy-hah, Bulgy Bears, Cheetah, Dog, Donkey, Farsight, Faun, Glimfeather, He-Beaver, Hogglestock, Horse, Hwin, Jaguar, Jewel, Maugrim, Minotaur, Owl, Pattertwig, Peepiceek, Phillip, Phoenix, Puzzle, Reepicheep, Reindeer, Sallowpad, Satyr, She-Beaver, Shift, Squirrel, Strawberry, Trufflehunter, Vardan, Weasel, Aslan's How, Bear, Beaver's Dam, Bird, Bull, Cair Paravel, Cat, Centaur, Demon, Digory Kirke's House, Dwarf, Eagle, Edmund Pevensie, England, Ettin, Father Christmas, Faun, Fox, Ghoul, Giant, Goat, God, Great Hall, Hag, Hamadryad, He-Beaver, Hedgehog, Horse, Human-Headed Bull, Incubus, Ipotane, Jadis, Jadis' Secret Police, Jinn, Lamp-post, Lion, Lucy Pevensie, Maugrim, Merpeople, Minotaur, Narnian, Narnia, Onocentaur, Pegasus, Pevensie, Rat, ...  ...more"
"2131","the chronicles of narnia","The Chronicles of Narnia - The Magician's Nephew: Andrew Ketterley, Atlantis, Bear, Bird, Boar, Bull, Charn, Charn, Deplorable Word, Dumb Beast, Dust, Dwarf, Eagle, Elephant, England, Faun, Fox, Frank I, Goat, God, Hall of Images, Hamadryad, Hedgehog, ...","Source Wikia",5,1,0,"Source: Wikia. Pages: 38. Chapters: Andrew Ketterley, Atlantis, Bear, Bird, Boar, Bull, Charn, Charn, Deplorable Word, Dumb beast, Dust, Dwarf, Eagle, Elephant, England, Faun, Fox, Frank I, Goat, God, Hall of Images, Hamadryad, Hedgehog, Helen, Horse, Jadis, Jadis' Sister, Jinn, Lamp-post, Lefay, Letitia Ketterley, Mabel Kirke, Naiad, Narnia, Narnian, Pegasus, Phoenix,  Source: Wikia. Pages: 38. Chapters: Andrew Ketterley, Atlantis, Bear, Bird, Boar, Bull, Charn, Charn, Deplorable Word, Dumb beast, Dust, Dwarf, Eagle, Elephant, England, Faun, Fox, Frank I, Goat, God, Hall of Images, Hamadryad, Hedgehog, Helen, Horse, Jadis, Jadis' Sister, Jinn, Lamp-post, Lefay, Letitia Ketterley, Mabel Kirke, Naiad, Narnia, Narnian, Pegasus, Phoenix, Polly Plummer, River God, Satyr, Strawberry, The Magician's Nephew, Tree of Youth, Uncle Andrew's Study, Water Rat, Weasel, Wood Between the Worlds. Excerpt: Andrew Ketterley was a magician living in London around 1900. He was the uncle of Digory Kirke, and one of the first humans to set foot in Narnia. Andrew was born around 1840 in England to the Ketterly family, a 'very old Dorsetshire family'. He had two sisters; Letitia and Mabel Ketterley. Andrew's godmother was a woman known as Mrs. Lefay, and although he was very fond of her, he was not encouraged to see her, as she was viewed to be insane. Mrs. Lefay openly claimed to be a fairy and told her son that she knew of the existence of other worlds. In time, the two were separated when she was sent to prison. Also, Andrew was was asked to come to see Mrs. Lefay in her last days. Before dying, she gave to him a box of magical origin, which she made him swear to burn with certain (probably magical) ceremonies. Though Andrew swore, he did not keep his promise.Instead, he embarked on a long career in magic. Knowing the box and it's contents to be of magical origin, Andrew set out to discover the use to contents of the box. This search took him most of his adult life. During this time, Andrew apparently had no career, and instead preferred to live off the charity of his sister Letitia. He also searched and researched forms of magic, and eventually became quite an adept 'magician'. After years he discovered the box to be from the island of Atlantis. Inside it was dust from another world. Upon discovering this, Andrew began to work at using the dust to...  ...more"
"2132","the chronicles of narnia","The Chronicles of Narnia - The Voyage of the Dawn Treader: Alberta Scrubb, Argoz, Aslan's Table, Bern, Bernstead, Bight of Calormen, Bird, Brenn, Burnt Island, Caspian X, Chief Duffer, Coriakin, Crescent, Dark Island, Dawn Treader, Deathwater Island, D...","Source Wikia",4,1,0,"This book consists of articles from Wikia or other free sources online. Pages: 42. Chapters: Alberta Scrubb, Argoz, Aslan's Table, Bern, Bernstead, Bight of Calormen, Bird, Brenn, Burnt Island, Caspian X, Chief Duffer, Coriakin, Crescent, Dark Island, Dawn Treader, Deathwater Island, Dragon, Dragon Island, Drinian, Duffer, Dufflepud, Dwarf, Edmund Pevensie, End of the  This book consists of articles from Wikia or other free sources online. Pages: 42. Chapters: Alberta Scrubb, Argoz, Aslan's Table, Bern, Bernstead, Bight of Calormen, Bird, Brenn, Burnt Island, Caspian X, Chief Duffer, Coriakin, Crescent, Dark Island, Dawn Treader, Deathwater Island, Dragon, Dragon Island, Drinian, Duffer, Dufflepud, Dwarf, Edmund Pevensie, End of the World, England, Eustace Scrubb, Fire-berry, Galma, Great Eastern Ocean, Gumpas, Island of the Star, Lamb, Lone Islands, Lucy Pevensie, Mavramorn, Minim, Monopod, Muil, Narnia, Narnian, Octesian, Pug, Ramandu, Ramandu's daughter, Redhaven, Reepicheep, Restimar, Revilian, Rhince, Rhoop, Rynelf, Sea Serpent, Seven Isles, Seven Lost Lords, Silver Sea, Stone Knife, The Voyage of the Dawn Treader, Tree, Utter East. Excerpt: Alberta Scrubb was the wife of Harold Scrubb and the mother to Eustace Scrubb. Alberta and Harold Scrubb were very progressive people. They were non-smokers, teetotalers (non-alcoholics), vegetarians, pacifists, and republicans. In 1933, they had a son, Eustace Clarence, whom they raised to be as they were. Alberta appeared to have been the true head of the family, rather than Harold. The family made their home in Cambridge. Later, in 1942, Alberta and Harold took in their nephew and neice Edmund and Lucy Pevensie, whilst the children's parents were abroad in America. Alberta is known to dislike all the Pevensie children, who were her relatives. When Eustace began to behave as they did, and become a kinder, better boy in the eyes of most, Alberta began to complain that it was their influence. In 1949, Alberta and Harold suffered the loss of their only son, Eustace, in a train accident. He was then 16. Anne Feathertone was a schoolmate of Lucy's during in The Voyage of the Dawn Treader. She was jealous of Lucy's friendship with Marjorie Preston. Lucy overhears (via magic), a conversation between Anne and Marjorie in which Anne scolds her for befriending Lucy. Lord Argoz was one of the ...  ...more"
"2133","the chronicles of narnia","The Last Battle the Chronicles of Narnia by C. S. Lewis Student Workbook: Quick Student Workbooks","John Pennington",4,1,0,"The Quick Student Workbooks are designed to get students thinking critically about the text they read and providing a guided study format to facilitate in improved learning and retention. Teachers and Homeschool Instructors may use them to improve student learning and organization. What students will construct and identify the following areas of knowledge. Character  The Quick Student Workbooks are designed to get students thinking critically about the text they read and providing a guided study format to facilitate in improved learning and retention. Teachers and Homeschool Instructors may use them to improve student learning and organization. What students will construct and identify the following areas of knowledge. Character Identification Events Location Vocabulary Main Idea Conflict And more as appropriate to the text.  ...more"
"2134","the chronicles of narnia","Study Guide Student Workbook for Prince Caspian The Chronicles of Narnia: Quick Student Workbooks","John Pennington",5,1,0," "
"2135","the chronicles of narnia","The Eternal Truths of Narnia: Bible Studies and Leader's Guide for the Chronicles of Narnia","Julie Kloster",0,0,0," "
"2136","the chronicles of narnia","The Chronicles of Narnia - Organisations: Armies, Old Narnians, Aslan's Army, Telmarine Army, White Witch's Army, Ape, Asterius, Bear, Bird, Bulgy Bears, Caspian's Nurse, Caspian X, Cornelius, Cruickshanks, Demon, Dumnus, Edmund Pevensie","Source Wikia",0,0,0,"This book consists of articles from Wikia or other free sources online. Pages: 44. Chapters: Armies, Old Narnians, Aslan's Army, Telmarine army, White Witch's Army, Ape, Asterius, Bear, Bird, Bulgy Bears, Caspian's Nurse, Caspian X, Cornelius, Cruickshanks, Demon, Dumnus, Edmund Pevensie, Fox, Glenstorm, Glenstorm's sons, Gryphon, Hag, Hogglestock, Jaguar, Leopard,  This book consists of articles from Wikia or other free sources online. Pages: 44. Chapters: Armies, Old Narnians, Aslan's Army, Telmarine army, White Witch's Army, Ape, Asterius, Bear, Bird, Bulgy Bears, Caspian's Nurse, Caspian X, Cornelius, Cruickshanks, Demon, Dumnus, Edmund Pevensie, Fox, Glenstorm, Glenstorm's sons, Gryphon, Hag, Hogglestock, Jaguar, Leopard, Lightning Bolt, Lucy Pevensie, Mentius, Minoboar, Mole, Nausus, Nikabrik, Otter, Panther, Pattertwig, Peepiceek, Rat, Reepicheep, Satyr, Seven Brothers of Shuddering Wood, Silenus, Susan Pevensie, Tiger, Trufflehunter, Trumpkin, Tyrus, Warthog, Weasel, Werewolf, Wimbleweather, Windmane, Wolf, Aslan's Army, Jadis' Secret Police, Old Narnians, Parliament of Owls, Telmarine army, White Witch's Army. Excerpt: The Royal Army of the Kingdom of Narnia or the Imperial Army of the Narnian Empire were two titles for any various armies that defended the country of Narnia through the ages: The Old Narnian Rebellion Army was a Narnian army made up of Old Narnians. It was lead by Caspian X and Peter Pevensie during the Narnian Revolution against the -Telmarine army. The Telmarine Army was the armed force of the Telmarine-Narnians. The Army consisted of only Humans. The army was known to use crossbows, horses, spears, swords, and trebuchets. The army was founded by Caspian I when he invaded the kingdom of Narnia, They also captured the Lone Islands, and Galma. The Army was defeated at the Battle of Beruna. for more information, see Telmarine Age of Narnia Apes are primates similar to those in our world. Apes come in different shapes and sizes, but the type of apes weren't mentioned in the book. They are known to have a passion for oranges and bananas (so much that one ape named Shift used it as an excuse for taking over Narnia). They also love nuts. Apes are generally clever, sneaky animals, being able to do many things Humans can (because of their man-like fingers). During the Winter Revolution, there are some...  ...more"
